channelId,name,englishName,affiliation,group,subscriptionCount,videoCount,photo
UCARI2g7r-PHaxrIcAYsMfmA,アズマリム Azumalim,Azuma Lim,Independents,,226000,116,https://yt3.ggpht.com/GpXbNm1J8RD4HF7zDZEM2mGMZZkV-Q0EV4T8vth1_esRrTSDRaN4mPOy35AXoXU7e44VWvVb=s800-c-k-c0x00ffffff-no-rj
UCatSdbBdnsXgFpCyhJ7jYGg,Darin V,Darin V,Independents,,71800,239,https://yt3.ggpht.com/ytc/AKedOLRfkAyHwGud720U6PbEXaUhawrfH5J7w9hbVXEY-g=s800-c-k-c0x00ffffff-no-rj
UCaTUFB2QKcLDxdP3RcX3eFw,Saruei ,Saruei ,Twitch Independents,,143000,35,https://yt3.ggpht.com/4sTvbmT9QjhnGdDBY1Z-NTCzZgaiXIGcixO0Z-jaUTxyigbP74kCspFY4vs5QQMU3wX1QG4taA=s800-c-k-c0x00ffffff-no-rj
UCaum0e1MVZF69boluxgA0Bg,Ushio Ebi Ch.,Ushio Ebi,Independents,,46300,302,https://yt3.ggpht.com/ytc/AKedOLTJWE-DAKUaR5LkXxxPz1KDO4Eknz62SR2sNvFm=s800-c-k-c0x00ffffff-no-rj
UCAvgFoTWEisO5Pp7eYVDgEw,クロノロク,Chrono Lock,ViViD,,6710,32,https://yt3.ggpht.com/ytc/AKedOLS8hy4M1xO992dvAfGIcvySDrYw9g8bHl6fxZIX=s800-c-k-c0x00ffffff-no-rj
UCaWuiIyX89dLP5H4pA7QAvQ,X’Flare project,X'Flare,X enc'ount,,8200,43,https://yt3.ggpht.com/ytc/AKedOLQnaSzrdMNCW4_-uYQhyzz8dedL7Ucs3TVVNyeekQ=s800-c-k-c0x00ffffff-no-rj
UCAx0YWXJgyvXx5oDvrDaN_A,イヌマキヒマリHimari Inumaki【WACTOR】,Himari Inumaki,WACTOR,,25400,134,https://yt3.ggpht.com/DXKbwZwmm62h2vPI9D0H-Mlq70JCUEzcuRjQkGSsuwSea6DQIxbVGwF1PRhaseEDMG-YItt3=s800-c-k-c0x00ffffff-no-rj
UCB1s_IdO-r0nUkY2mXeti-A,獅子神レオナ/レオナちゃんねる,Shishigami Leona,ReAcT,,274000,612,https://yt3.ggpht.com/XdGacxrNaqlN68Qohc6qFvWZUqaOn3iiXK3bVWA1B4Zgb7LOaTnyC3gNcAGZDcvoUxCNScDE=s800-c-k-c0x00ffffff-no-rj
UCB7sSUNwh_dXE7ZL3DsGDpw,Nasa Ch. 転寝ナサ,Utatane Nasa,Phase Connect,,7060,139,https://yt3.ggpht.com/BJYAH4RvREQ6Bigb91QiRDVre1hxeUFpaWVklnhjSJBJjlNKF8vXT_djVHirLCB3_xiPB77F=s800-c-k-c0x00ffffff-no-rj
UCb9kZqSq-GSEm2LhdMZhqwg,TAIGA - VTUBER,BungoTaiga,Twitch Independents,,79700,356,https://yt3.ggpht.com/m7q3wgAvtxMRsDDbTvY7770czmSwEHBNcM9oFzRscwzk0vICtLYdq0FjMOdtFGcxVHVkV2aJfBc=s800-c-k-c0x00ffffff-no-rj
UCbBLqA4HRowpj2JuLrkig5w,或世イヌ / aruse inu,Aruse Inu,Neo-Porte,,50100,6,https://yt3.ggpht.com/fFC-RESeo10CJBzDx07ZQlePC2wTFT_yCgRBkddQU1NDwmdNXshY2zsWEDdOaLpyzXby4sQ5SSE=s800-c-k-c0x00ffffff-no-rj
UCBC7vYFNQoGPupe5NxPG4Bw,QuonTama Ch. 久遠たま,Quon Tama,GuildCQ,,101000,298,https://yt3.ggpht.com/2eyiqbcXHjBQA2SJvp9elyXihquBj1siA061Yl8QwhtA0d60S4ObWP1tcuQGoWoE3R49v341FA8=s800-c-k-c0x00ffffff-no-rj
UCbD_f85AMHomsGVFAgtpE5A,Cerys Lobelia 〘 Yume Reality 〙,Cerys Lebelia,Yume Reality,,47200,235,https://yt3.ggpht.com/ytc/AKedOLQj5-BfmQpSGzpQRbqCMnUm8zWkxqc2A4F8Y9cCEQ=s800-c-k-c0x00ffffff-no-rj
UCBDQTYsCOjLZ-Sc7Unbt7rg,Projekt Melody Twitch Archive,Projekt Melody Twitch Archive,VShojo,,60300,274,https://yt3.ggpht.com/J41izHf9wZ04Qfyw9YUSONMBhJa6gdlE3zIDhO8s-ozXAz6AiTRNY64KtcowuujcFoUwILlAig=s800-c-k-c0x00ffffff-no-rj
UCbEkHjG43yPMGq5W08jq1TQ,ChaAYM,ChaAYM,Independents,,42300,125,https://yt3.ggpht.com/qxPTOzu2X292Ix_8JjHLkO3qSq9wTpABhXirzicvEX5zWAD7x1uvgYxQl5ARWuYXeK7VP9X47w=s800-c-k-c0x00ffffff-no-rj
UCBePKUYNhoMcjBi-BRmjarQ,Natsumi Moe - VTuber ( New Channel @ Raven Manor),Natsumi Moe,Eilene Family,,438000,235,https://yt3.ggpht.com/KQnKMGBNXIqaKG056nH0XbjmtfyKWHlKcqE1568mkRzrgWgMhaoRQR9W5ETRIMtgiOKUaYQlXQ=s800-c-k-c0x00ffffff-no-rj
UCbfv8uuUXt3RSJGEwxny5Rw,カグラナナchannel／ななかぐら,Kagura Nana,Independents,,306000,130,https://yt3.ggpht.com/74p8J3dPu8L0yckmSaasm1knGnPz5YrQNJhK2YAL9qvUyca23LDNlwCLCLPqYNcMi5grW6dSEA=s800-c-k-c0x00ffffff-no-rj
UCbFwe3COkDrbNsbMyGNCsDg,A.I.Games,Kizuna AI,Kizuna Ai Inc.,,1510000,930,https://yt3.ggpht.com/ytc/AKedOLRqUEAMHDmP_k-vexw-gnleqdzTpK832KRyPO0rNA=s800-c-k-c0x00ffffff-no-rj
UCBhhDcVyOAhmUERi1PsQ4Rw,火閻まどかCh. / Hien Madoka,Hien Madoka,Independents,,24400,125,https://yt3.ggpht.com/fIJcI90QecmMCb2SFkhvb8KDPdpy0-4Rm54RUb1khxcqHWSRQ8zKwGHjYy0wQ7fFrvPmN_luvfM=s800-c-k-c0x00ffffff-no-rj
UCBIR44irWpj1eTx0ZQFofHg,古守ちゆ /komori chiyu,Komori Chiyu,Chukorara,,12800,158,https://yt3.ggpht.com/ytc/AKedOLTHBOEGMQg7nmijt_nuH5GkDRgYqp-A9iiXRvPZ=s800-c-k-c0x00ffffff-no-rj
UCBJFtEEDnCpz8koPH-nLWUA,Kurumi Ch. 癒音くるみ,Kurumi,Independents,,69900,56,https://yt3.ggpht.com/IVTTihWmBqtGAIvIlYv1o_mqwMR0bIHcJmUmme9zvrxtsj6bh0FnINs5zcVMLWnyDK7l0SA8Cw=s800-c-k-c0x00ffffff-no-rj
UCBKF7u7HTNF16mzF_4ERORA,Tagiru ch. / 脳汁たぎる,Noujiru Tagiru,Masquerade,,9530,28,https://yt3.ggpht.com/nZ9OcQM5icZDBI5BtXh6KK0fpjAzIu1GJRevFtd9XRk-aP6jVHXcgYWivTxPaw_Lo6hPq-cuDA=s800-c-k-c0x00ffffff-no-rj
UCBKxF1PHQtT78ypcVYmBtBA,二和餅あんこ,Fuwamochi Anko,ViViD,,9250,237,https://yt3.ggpht.com/ytc/AKedOLSukbM1T0d-W_rESi5r32Tk0M-WLGCIBGWHfGkH4A=s800-c-k-c0x00ffffff-no-rj
UCBLGjbYv6-xxju1i44RjnnA,明透 -ᴀsᴜ-,ASU,KAMITSUBAKI,,56500,36,https://yt3.ggpht.com/dzCxJ1zSJePZypBtBHQ-dYXTWwXBhtFs6f_MROmieUGDDqs1qAnbuqOmPuBhuUNUu6SNj7JI=s800-c-k-c0x00ffffff-no-rj
UCBLqkkSpOi6a95Lf4BsTh7Q,MochiKomame Ch.もちこまめ ,Mochi Komame,Independents,,167000,125,https://yt3.ggpht.com/vyO8bl3PyG-6kc_CpEZHcTB1sV1lQlHd0OZhpTLB4pPyhvmhk4JfoT9seE9iTRBPxs7sf8hf=s800-c-k-c0x00ffffff-no-rj
UCBQd84IW8OvM8H5jftHdvmw,神城くれあ/Kurea Channel,Kamishiro Kurea,Independents,,40300,1112,https://yt3.ggpht.com/TR_3p0VJq-hgN7WRtuVUtrTlYFqqlYMfhHhNB61AOwg1PDVATnf-0X0drTnoF1QoyvjGjzxQ6A=s800-c-k-c0x00ffffff-no-rj
UCbRJ83DuTqan2g0e7R4Ve-w,ののまろのお絵かきちゃんねる,Nonomaro,Independents,,39600,121,https://yt3.ggpht.com/ytc/AKedOLSaj0iyTeUy4YbobZG8fIdQloy5TMJC9EhRM3P6=s800-c-k-c0x00ffffff-no-rj
UCBsrAA8Z_6Ot3my0vM8dlvg,upd8チャンネル,upd8,Independents,,7090,36,https://yt3.ggpht.com/ytc/AKedOLTMC0cLC8-DCuDpOy9XdNid0wLjFrovnKi4dF9T=s800-c-k-c0x00ffffff-no-rj
UCbT_hixd5zKuuuOk6vt3zCA,じゃじゃみ Jajami,Jajami,Independents,,32400,453,https://yt3.ggpht.com/ytc/AKedOLTAMP75jd31mObnf7kRu6WTq74oLRKU8rY-iwLdgg=s800-c-k-c0x00ffffff-no-rj
UCBvICYXxPK8PkoocBGnmeHA,GEMS COMPANY公式チャンネル,GEMS COMPANY,Independents,,21400,260,https://yt3.ggpht.com/ytc/AKedOLTBiHdoFl8-dvixrcYwDSjxxk3yUEZBEuZqJS5r=s800-c-k-c0x00ffffff-no-rj
UCBz3ZLAMLt9h_XKsd8rVTAg,小野友樹 YUKI ONO【おのゆーちゅーぶ】,Ono Yuki,Independents,,91300,125,https://yt3.ggpht.com/ytc/AKedOLRK8szLqPWwzQ5llJYkiq1SoYU0x2Zc-4kcFMVa=s800-c-k-c0x00ffffff-no-rj
UCc5bWVuWyL74ngKNjm49hdw,yumesaki miaCh.夢咲ミア / プロプロ,Yumesaki Mia,ProPro,,66300,281,https://yt3.ggpht.com/Ox2eJJTBLeMlsjzsmbozQY22qEZmyy7RjCQ5rD2UOrS98ZxeYsujlfCyZecY53ww60362m2sMg=s800-c-k-c0x00ffffff-no-rj
UCc5H1WmEARIj2R16mvut0ZA,Lyrica Ch. リリカ ,Lyrica,Independents,,108000,108,https://yt3.ggpht.com/eYtOuy6ydlUaG5bofm21CqHnEf-Obj3fUcqTFpiOlSzzh3ZkAhbjqptCgJHr4cTMykbQEz_a=s800-c-k-c0x00ffffff-no-rj
UCC5q6CpuDflPvO7pNn52RGQ,Lapine Ch.,Lapine,Polygon,,55000,353,https://yt3.ggpht.com/RSVNT5HT6yKAymlqkkhTu9_LF3swbJOFA09WS3Zmq9S_RM51tkKWGUTf1FlJU_eUQJH--_x44w=s800-c-k-c0x00ffffff-no-rj
UCCA4jJY5PrTfIFJIcbI_NhQ,Shabel Tonya Ch,Shabel Tonya,Independents,,56300,116,https://yt3.ggpht.com/LRC7yx0Uu77BZl2WNpGbJOrk0dDfWcWNRCzB0iFCjOpnxEm_vr-OkquJ7v6ztA90PxfDbksUOA=s800-c-k-c0x00ffffff-no-rj
UCccGnj6mw4RHQHI_2mKfjCQ,Jaret Fajrianto 【GHOSTY's COMIC】,Jaret Fajrianto,Independents,,77400,550,https://yt3.ggpht.com/ytc/AKedOLTyVbufpQgz9XwK27cQemZ9qqc0RIA_jHuek-cmng=s800-c-k-c0x00ffffff-no-rj
UCcd4MSYH7bPIBEUqmBgSZQw,ルルン・ルルリカ,Rurun Rururica,.LIVE,,23900,260,https://yt3.ggpht.com/rEAdomUjoJZLx6q2RdDyfHcD3wF0_3OMuWrnMyrpuWy_J3UIXpKJJp2iX9oertCKD_avGlBPhTc=s800-c-k-c0x00ffffff-no-rj
UCCebCRguPlkvWemz2dKxWIA,キルシュトルテ - キルシュトル帝国,Kirschtorte,Independents,,105000,187,https://yt3.ggpht.com/Zd9OSDdwQIqH2NocyREIb-XDm9r9LkXMpQqmuAjLQicHedcCAGPpXSIaVABE9zrFlzPlhfdMqw=s800-c-k-c0x00ffffff-no-rj
UCCEejtWAO80M7eFYZtdfJeA,リネット・キャンディーRinetto Kyandie,Rinetto Kyandie,Independents,,39100,211,https://yt3.ggpht.com/pjGtAXzwxnzT89JBJsNrrpuWvkEs_N0tBZ872saNuDyADCJdCwhunfw2XrgcEraXZ6jkkvko=s800-c-k-c0x00ffffff-no-rj
UCCK072ns5Bt1nYqX1CoaZ-g,Mythia Batford,Mythia Batford,Independents,,551000,226,https://yt3.ggpht.com/8e0vnO_94Z4qzVpg_pssA3YTf0EQ7NJkC3Qb5WrbxFkRKo5Uy0mL-IgxuGzb_PjgKQsfIxwi9ag=s800-c-k-c0x00ffffff-no-rj
UCckQQRZVF9x2GjroBjNIX_Q,比良坂芽衣 /Mei Hirasaka,Mei Hirasaka,Independents,,49600,287,https://yt3.ggpht.com/ytc/AKedOLTpwrBkOX5HpP33EB8_RoQ-MyOQ_ia0UwTApQU-9g=s800-c-k-c0x00ffffff-no-rj
UCcMiI7JHjS2ONfV2PBuUabQ,로나로나땅,Rona,Twitch Independents,,59700,87,https://yt3.ggpht.com/75TJkeh8Z499nmm207w-CdxAJoJWtW0HvYVaOTLHkh8jvteC2YccRvQaRgYFOm3vBOV6uGWEmQ=s800-c-k-c0x00ffffff-no-rj
UCcpgDsHDYHO1UyfpwjyNx1g,Kiichan Ch. 狐井アキラ,Kitsui Akira,Independents,,48000,315,https://yt3.ggpht.com/ytc/AKedOLR18_Sqym8DKuP0l99IewmI-1X57FifKquhLJpvdQ=s800-c-k-c0x00ffffff-no-rj
UCcQsDietWkYakBKbGpCaeLA,Rurufu Ch.   陽月るるふ【スナックにり】,Hizuki Rurufu,Snacknili,,17900,364,https://yt3.ggpht.com/B1pOVC6efsc1IBGVrChj5u4z7zPbcGa8MgVMlO82FQs_HMrkUqOn2I9iblv8BIFNQ_c8r2Kd2g=s800-c-k-c0x00ffffff-no-rj
UCCR7I9mNt6Q-VxL5BDknDMg,引きこもり久遠ちゃん寝る,Horai Kuon,Emoechi,,17500,127,https://yt3.ggpht.com/ytc/AKedOLRcKR7Aqj9L2Bdhg9LEO3siEPabCvsHTTdpFbQf=s800-c-k-c0x00ffffff-no-rj
UCCRZH38F6BkexM6edXkwG8g,御来屋 久遠 -mikuriya 9on-,Mikuriya Kuon,Independents,,23900,237,https://yt3.ggpht.com/ytc/AKedOLQ25XUqmpe-DbrHegA2FzndpyqYmVH5jlWv2oHO-w=s800-c-k-c0x00ffffff-no-rj
UCCWf-ulPCiuMr5MtULCyKbw,Kaidou AnoneCH.海童あのね / プロプロ,Kaidou Anone,ProPro,,2750,19,https://yt3.ggpht.com/huln5QUGkqW6tFFyUEFXn4NnIYNI8OLPJ8tHjYgZ1gV6WsNaP6EISl9HAwhr_6P1cRbitQ2NBw=s800-c-k-c0x00ffffff-no-rj
UCcXHmt6bscaX1PVx1dVOEoA,Meru ch. / 桃星める,Momose Meru,Masquerade,,26400,75,https://yt3.ggpht.com/6I7p7mI9nG3pB1h0ES1lE-ET8EJnjBuzvvDk2M8_9o4vnf-Q2OISbednO_Fug3_LeJ81Ydg6=s800-c-k-c0x00ffffff-no-rj
UCD1QOCJIAPsMKMvRSXjLahw,Aruma Ch. 薬袋アルマ,Minai Aruma,GuildCQ,,3780,64,https://yt3.ggpht.com/RBP6XuW15gdNt2iivDcAfdV2VYP95D8eUHA8a0Apfevx4zJu_uFmsK6KxpyaJcHXC3GUxdxA9so=s800-c-k-c0x00ffffff-no-rj
UCD5W21JqNMv_tV9nfjvF9sw,紫宮るな /shinomiya runa,Shinomiya Runa,VSpo,,156000,207,https://yt3.ggpht.com/eJhZ0sB-mV5KrhaSWofDkI7C0Ctb-fGvGmVMf8x3-mn-0yDdyjEJpPW-uhZOWAiW9bMoVW8PFg=s800-c-k-c0x00ffffff-no-rj
UCD8i-h5iqOaysEkDnF1CQ_A,館乃いと---Tateno Ito---,Tateno Ito,Independents,,57000,94,https://yt3.ggpht.com/VDDLvvAzgvp9wD8PKFlNgFg8TKbTWpRQaa-OYaLsMFX8FHjiBGQqPAdWcBL7o-50CsxCaRCvkg4=s800-c-k-c0x00ffffff-no-rj
UCDAXIYJCca4Ac_idzdXPqug,夜子・バーバンク / 映画紹介VTuber,Yoruko Burbank,Independents,,22700,104,https://yt3.ggpht.com/ytc/AKedOLSzEdPnSAJetemmZfQyusbV1LjVgaGrVdpt9hn3=s800-c-k-c0x00ffffff-no-rj
UCDekUkwwfSoGf-V5NzGB7zQ,聖女れりあ,Hijirime Laeria,Independents,,61800,641,https://yt3.ggpht.com/ytc/AKedOLQRo-lT98MVyQHGC_k0Fn1VWxChjnSJLYiWYPGP=s800-c-k-c0x00ffffff-no-rj
UCDG8K9g6qo8gX4jCjsqUVzA,MonsterZ MATE,MonsterZ MATE,Independents,,169000,715,https://yt3.ggpht.com/Mt0pgLYGGWTv2kW8VUcU41n1Ls9VvhGpgIUOFsk4FIVdwB0Qd8bT2z1QnKVthysxOoJMn9ok1Q=s800-c-k-c0x00ffffff-no-rj
UCDgH-CfHO85D0rxtXnXeN2w,まりなすチャンネル Virtual Dance＆Vocal Unit,MaRiNaSu,Independents,,55500,372,https://yt3.ggpht.com/fk1zV7P9OPZmz2uV7I-ECYiGXdQMDh277y1NGUT0Mn6eWwg2pPmZaj2Tskdlz0Z9ykdz9ra9=s800-c-k-c0x00ffffff-no-rj
UCDl5qfjqZR5MLN1pogAgBog,Shirahari Uni ch. 白針うに,Shirahari Uni,Independents,,112000,282,https://yt3.ggpht.com/s6iowmBI1p0s_bCgIY6OpavoPmjlZN4z1k-F_P44YQsmAHsGAIBJIOXHWxuJtcr7TDuJv7xf=s800-c-k-c0x00ffffff-no-rj
UCdMpGhtL9oK8EYolTt8v4uQ,VOMS Project,VOMS Project,VOMS,,26500,46,https://yt3.ggpht.com/wotNB7ZBy-efBi1W6r0XayhpumhDpJgIaOTbE-Z6snysxQo_1hortKB93LM8oM1o2BFgCTUkSg=s800-c-k-c0x00ffffff-no-rj
UCDOI0xKWV-Hb9PPY76mrJpg,모야Moya,Moya,Independents,,56000,573,https://yt3.ggpht.com/jLPyPNz44JYBMy3rQmPXK3t320jGS-3yT-UHZkmpj7Nu-rQgeZyxzJhc12RJAAyecb4afthpMw=s800-c-k-c0x00ffffff-no-rj
UCDpajB_XSyvpBmAJqkwTMzQ,網野ぴこん / Pikon ch.,Amino Pikon,Independents,,35800,218,https://yt3.ggpht.com/aBNQcayHrtnuSxMgVJCjzZUiF-66pgVuMKlrB2lq-kxDSpSPTBw7uMl6mAt9WDFuGDBM1Sh4=s800-c-k-c0x00ffffff-no-rj
UCDrG8pzkq_cCCLcN5wgrzNw,魔光リサ - Lisa Makoh -,Lisa Makoh,ReAcT,,1840,3,https://yt3.ggpht.com/oxFnnznf9twInIqcCCPpZP_GrbyClUuITMu8ObSMH_sTN23_Oar6uHTF9uUjblq1kH8o0l-XlA=s800-c-k-c0x00ffffff-no-rj
UCdsHTs3OOKj_ANMKnmbUASw,Lemuel Ragna X',Lemuel Ragna X',X enc'ount,,1880,66,https://yt3.ggpht.com/EvRwHFppN_qHnOMXKKWlfAN-rX-7zpP115HCzvkBFkXAgT3fOqTdtHCmm11s_wEGIuWm9PJtEA=s800-c-k-c0x00ffffff-no-rj
UCdVOby6CAPrKCiJBoxUYQ5g,Nekoyama Sena 〘 Yume Reality 〙,Nekoyama Sena,Yume Reality,,320000,403,https://yt3.ggpht.com/VHRhDq_T0Kt1wzWy0vfc8yVKcokINbgP3pL1zbHcHi3DCoRGEPXv52bUqqA7v3rRj2Psdmkz=s800-c-k-c0x00ffffff-no-rj
UCDXFo9upBYHPfreF9IGK25g,annytf,Anny,Independents,,75500,24,https://yt3.ggpht.com/f4X-ekVevNPHIPsMBCmwrF9yoC41JP2nbr_LDEfZTEgbheza9uaezFQA4fcpjDGWM7wL1YplvQ=s800-c-k-c0x00ffffff-no-rj
UCDYQyro6rQ9vkfBgp8iiWPg,浠Mizuki的避風港♪,Muzuki Channel 2nd,Independents,,9370,2,https://yt3.ggpht.com/QQ0uI0_9pjZpLPx16zQaMrLcaa123MYNutgtaCud4cTH58UKN9658MMQDpNeTfJ-fOQgpbVySQ=s800-c-k-c0x00ffffff-no-rj
UCdYR5Oyz8Q4g0ZmB4PkTD7g,Uto Ch. 天使うと,Amatsuka Uto,Independents,,608000,128,https://yt3.ggpht.com/ytc/AKedOLQn5JgYkAKdh3DnZK1q9e8MS_bhc40yInpmEiJyqA=s800-c-k-c0x00ffffff-no-rj
UC-DzOMtuxruzMD0HtTGg9fQ,Kurumi Ch. Project Kavvaii,Aozora Kurumi,Independents,,22400,161,https://yt3.ggpht.com/euhdbETwIyX7BCedhcJyT8BkvsMR2PyQRPUnrHP36JtcOBCcdEty-HaiDBv_oaToqY5H07jB=s800-c-k-c0x00ffffff-no-rj
UCE0KFKU_O2FkHljyayB7kXw,七海なる / Nanami Naru,Nanami Naru,V Dimension.Creators,,2160,81,https://yt3.ggpht.com/ytc/AKedOLRqoLbOJp9gvmz_MQHgINrv4YQPjopgOwpzV0Ug=s800-c-k-c0x00ffffff-no-rj
UCE0yFdA-ZiCKVCqhHdVCV0Q,MBD案内所 /ミミカモーフ -mimika morph -,Mimika Morph,Independents,,23600,258,https://yt3.ggpht.com/ytc/AKedOLRxe0yP2yNRButR_RsV9GiDySd8ti5rQh6axdqWkA=s800-c-k-c0x00ffffff-no-rj
UCE5rWcDxLPaaUFWOxzJFfNg,塩天使ちゃんねる,Shiotenshi Rieru,Independents,,14900,41,https://yt3.ggpht.com/w0rDvplG_s0vdP7OnMBpp9hm_e5i_tBEGlhWPPY0iVDiD0EZJD1V987SrUhHk8RZ2RMcpFMs=s800-c-k-c0x00ffffff-no-rj
UCE5VgVGRPfNCjXPeTe1QJHA,羽渦ミウネル -Miuneru Haneuzu-,Haneuzu Miuneru,VOMS,,50200,134,https://yt3.ggpht.com/E6a24yu0-iz4PxnHrvjte9pCVag0FnqoYde0HmnGgrcm8LUjtFZBB9OqMAyNtAea4N5V0avo8g=s800-c-k-c0x00ffffff-no-rj
UCE7gtjLeZKNXLp5YURzYYeg,春猿火 -Harusaruhi-,Harusaruhi,KAMITSUBAKI,,154000,70,https://yt3.ggpht.com/FyT2a6jLixgEBst-b31RB9tSZPBDLhf4P5ljD5gFmlsF9C0CYI4Y98hqrChlnyoZbxsQ3HgX3DU=s800-c-k-c0x00ffffff-no-rj
UCeAfiVvEuyICYJW-f3GnQjQ,ケリン,Kerin,Independents,,156000,123,https://yt3.ggpht.com/ytc/AKedOLQ4-N7lNoKGyfYUBHCoWVeoHvgQQ3KhSQGOzl8fVw=s800-c-k-c0x00ffffff-no-rj
UCeb76eafe-6kE0D4u7lOWbg,うみCh.幽ヶ崎海愛,Yuugasaki Umi,Independents,,101000,143,https://yt3.ggpht.com/ytc/AKedOLRZIyfqgigXHUXyyDBjTPQqlr_M_lhiMlw0Bwdd=s800-c-k-c0x00ffffff-no-rj
UCEcMIuGR8WO2TwL9XIpjKtw,ケープペンギン / African Penguin,African Penguin,Kemono Friends,,15300,129,https://yt3.ggpht.com/ytc/AKedOLSiSzCCyj5TBipvNgNcz0NrPZbvJZmZQU9JUFE-=s800-c-k-c0x00ffffff-no-rj
UCEjysNG2a2UgCBIpJxBqn3w,Tacitly Channel,Tacitly,Independents,,103000,330,https://yt3.ggpht.com/AoZuGn0-7oT1Ze1NowHjwITPSKxPlRoTB8tKaAVkZO76KEicpGU2HUJPcWFJmaA-7oLidkZi=s800-c-k-c0x00ffffff-no-nd-rj
UCElr8slMrY-Cr764_QIJHPA,雑葉学美 - Zouba Channel,Zouba Manabi,Independents,,38700,406,https://yt3.ggpht.com/ytc/AKedOLTy-fHsZiwWR8t4fpyeObLKNCKEW2gEaUlZD_A1jw=s800-c-k-c0x00ffffff-no-rj
UCeqIMtLuGc3YgwkhEaG8oDg,稀羽すう - Suu Usuwa -,Usuwa Suu,ReAcT,,27600,25,https://yt3.ggpht.com/2ipqK-EQCQlVWjnkFm_gUH9PwjPfze_ZmPZdL0b4Vcb6p2zBtFHxS54WI2pLd32D2H--zPefj28=s800-c-k-c0x00ffffff-no-rj
UCerH0KOGyPaC5WueExiicZQ,あんずちゃんねる/Anzu channel,Anzu Channel,Independents,,36100,1308,https://yt3.ggpht.com/jwQOdnU_BYxHs3KkXtP0nvaT8nptQgSkIktCo9iJ1Chtl_4ESUVcg3kH58KagcuIs8y_EpOeNQ=s800-c-k-c0x00ffffff-no-rj
UCES4K104k-D2HthE46z9VHQ,根間ういちゃんねる【おきなわ部】,Nema Ui,Independents,,67800,202,https://yt3.ggpht.com/-GqNAx67HjwD9oc9Bxycu1LLKZUpCuaHiPSJlTOD2-UAZC2sLMxIlOrGK7Mbutizj_rZ19co=s800-c-k-c0x00ffffff-no-rj
UCEV4U7LqkWq0lKikgCFoWKQ,不知火ナラ / Nara Shiranui Ch,Nara Shiranui,Independents,,20700,308,https://yt3.ggpht.com/mccjmMvqOOA-0SR3YTTqyzqH9uCkIZott4EvUCaOfItRmTgsPwtT9mLNwDlghhDmGAhfS5RGlQ=s800-c-k-c0x00ffffff-no-rj
UCevD0wKzJFpfIkvHOiQsfLQ,ひなたチャンネル (Hinata Channel),Nekomiya Hinata,Independents,,525000,478,https://yt3.ggpht.com/ytc/AKedOLT6xUGYdelqCTKNXC7fTz9caf4sSUOWQUQS-uMqYg=s800-c-k-c0x00ffffff-no-rj
UCEy9cYULQrC2cRlVqJPCcSw,水無瀬 / Minase,Minase,Neo-Porte,,62500,11,https://yt3.ggpht.com/5LqY28560giu4XeQ2zFonydxXUCR-8OCsvCLPZfl9XttnBGVNMpyN7Uy8TBxBXetoG4ISrDlhyk=s800-c-k-c0x00ffffff-no-rj
UCEYU-OEI9FnbeC5hna_cbhw,高倉むきASMR―Muki Takakura―,Takakura Muki,Independents,,218000,107,https://yt3.ggpht.com/ytc/AKedOLRrY8zUn8fLgvkojvmpsyaRrBCOP6hXgJ4Z7aT_=s800-c-k-c0x00ffffff-no-rj
UCeZsdcN25H3YmjXAKARorQA,yueko,Chaikitsu,Atelier Live,,25500,64,https://yt3.ggpht.com/myfMOWiCPhFdYFfn7dBBVOw5pbohrRaYlZc1l0q7UsdSYLfUrOVw7zWr6JE5fqNzYbBlG7o2Q_E=s800-c-k-c0x00ffffff-no-rj
UCf57-IJn5mUJDyqd9uNEmrg,九条 林檎【Kujo Ringo Official】,Kujo Ringo,Independents,,28300,291,https://yt3.ggpht.com/ytc/AKedOLRSbrN_85qZLa7pI530I5j7Aw9qAvKq47ooidkh=s800-c-k-c0x00ffffff-no-rj
UCF7bh0hs92ASGjt3iIMq5fw,mizuhane soraCh.水羽そら / プロプロ,Mizuhane Sora,ProPro,,12400,57,https://yt3.ggpht.com/OR_KPWWShWbHdDTRSxpU685wVYICMgZADIPV245ICRL6DZY7G7J5UkCNPWZ9NdzKhEmx7cWyRxk=s800-c-k-c0x00ffffff-no-rj
UCFahBR2wixu0xOex84bXFvg,Annin Miru Channel,Annin Miru,Independents,,383000,471,https://yt3.ggpht.com/CRhdIqMTAjxrPJJcpKYEY_Yot20ByMcBid-nsSCcl8YFRCi2wzS_oQZ0bgx490bodZPZVqvDOQ=s800-c-k-c0x00ffffff-no-rj
UCfBkUgaJ6eqYA9_TX2cmq9A,理芽 -RIM-,RIM,KAMITSUBAKI,,195000,109,https://yt3.ggpht.com/FBjVo6tsDC8fLAIgLZHFnMHDB575S3428_o3K72iaTh3QJrpbD9_TmGYUlKx15gSqveY335hcw=s800-c-k-c0x00ffffff-no-nd-rj
UCFEd5V7VcxBPPcuMGpmvkQA,TobaRana Ch. 鳥羽樂奈,TobaRana,Independents,,53600,606,https://yt3.ggpht.com/qbj1ZUeHS2vtRFxmHhfN1AZnyfX6JVr8wnj80KDefaZRGLy0KcQcHwEJIXGLUZSCX6vPpW9dK1U=s800-c-k-c0x00ffffff-no-rj
